comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,homicidios_100mhabit,criminalidad_1000habit,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,frecuencia_felicidad
Murcia. Región de,35,,nivel_moderado,no_puede,no,si,no_puede,23.7526,0.9333,48.0852,primero_secundaria,soltero/a,198.216,35431.546,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,algunas_veces
Murcia. Región de,11,,nivel_bajo,si,si,no,no,22.7671,0.7598,54.4944,primaria,casado/a,104.5206,21242.7575,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,49,,nivel_bajo,no,no,no,no,23.637,1.2449,65.0834,primero_secundaria,casado/a,178.5652,16695.1411,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Murcia. Región de,53,,nivel_bajo,si,no,si,si,23.2483,0.9977,30.967,educacion_superior,soltero/a,129.7919,10706.5821,hospitales_neutral,dentistas_muy_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,76,,nivel_bajo,no_puede,no,si,no,25.4228,1.1059,36.1746,segundo_secundaria_general,soltero/a,102.8901,17845.239,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,63,,nivel_alto,no,no_puede,no,no,21.7116,0.5228,39.3325,segundo_secundaria_general,soltero/a,153.1196,23587.4309,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,26,,nivel_bajo,no,si,no,no,22.5646,0.9373,32.2735,primero_secundaria,viudo/a,166.6312,28604.7513,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,72,,nivel_moderado,no,no_puede,no,no,24.227,0.9873,48.2398,segundo_secundaria_general,soltero/a,188.1267,22250.1668,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Murcia. Región de,12,,nivel_bajo,si,si,si,no,23.8127,1.1093,48.3522,primero_secundaria,soltero/a,214.7279,31991.2108,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,14,,nivel_bajo,no,si,si,no,26.3224,0.8904,56.8167,primero_secundaria,casado/a,113.0528,24603.1237,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,15,,nivel_alto,si,no,no,si,21.554,0.9133,42.5223,primero_secundaria,casado/a,174.6124,26517.4854,hospitales_neutral,dentistas_insatisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,37,,nivel_bajo,si,no_puede,si,no,25.5471,1.0493,47.821,primero_secundaria,casado/a,135.2957,29541.3843,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,83,,nivel_bajo,no,no,no,no,25.6929,0.8939,42.5323,primero_secundaria,separado/a,182.0462,27333.1676,hospitales_muy_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,91,,nivel_bajo,no,no,si,no,22.6462,0.9823,61.5577,segundo_secundaria_profesional,soltero/a,128.8082,20445.1822,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,62,,nivel_bajo,no,no,no_puede,no,24.4351,0.8864,42.256,educacion_superior,soltero/a,142.8436,28619.7576,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,45,,nivel_moderado,si,no,no,no,24.4978,1.1651,39.8793,primero_secundaria,soltero/a,81.8305,28542.1362,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,20,,nivel_bajo,no,no_puede,no,si,23.2787,0.9939,47.4747,primero_secundaria,divorciado/a,167.3704,25606.9381,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,53,,nivel_alto,no,si,no,no_puede,22.6349,1.1422,64.54,primero_secundaria,soltero/a,126.368,22184.2121,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Murcia. Región de,53,,nivel_alto,no,no,no,no,26.0344,1.3495,40.7887,segundo_secundaria_profesional,soltero/a,215.1332,15722.0933,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,56,,nivel_bajo,no,no,no,no_puede,20.6282,0.8281,38.1893,primero_secundaria,separado/a,123.9243,25447.2186,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,77,,nivel_bajo,no,si,no,no,20.6285,0.8359,36.5768,educacion_superior,casado/a,183.2446,34915.181,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,58,,nivel_bajo,si,si,no,no_puede,22.0199,1.1799,68.6783,educacion_superior,soltero/a,163.5756,22443.2548,hospitales_insatisfecho/a,dentistas_muy_insatisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,25,,nivel_bajo,no,no,no,no_puede,24.3837,0.9373,34.8915,estudios_primarios_incompletos,casado/a,88.1527,27658.2649,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,54,,nivel_moderado,no,no,si,no,24.5405,0.818,50.8549,primero_secundaria,casado/a,65.8014,28672.1012,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,73,,nivel_moderado,no,si,si,no,24.8482,0.985,42.1296,estudios_primarios_incompletos,soltero/a,181.7655,23796.0024,hospitales_satisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_neutral,muy_a_menudo
Murcia. Región de,31,,nivel_bajo,no,no,no,no,23.9292,1.2129,38.7993,segundo_secundaria_general,soltero/a,54.2533,34270.4142,hospitales_insatisfecho/a,dentistas_insatisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,72,,nivel_bajo,no,si,si,si,23.914,1.1087,37.6323,educacion_superior,casado/a,100.018,18774.236,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,11,,nivel_bajo,no,no,no,si,23.7797,0.4329,58.9616,segundo_secundaria_profesional,casado/a,133.5005,10125.2757,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,78,,nivel_bajo,si,no_puede,si,no,24.3018,0.3846,32.9047,primaria,casado/a,138.0761,25773.3619,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,38,,nivel_bajo,si,si,si,no,22.8652,0.8773,60.328,primaria,casado/a,108.1775,7748.4239,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,66,,nivel_bajo,no,si,no,no,22.3918,0.8559,46.5233,primero_secundaria,casado/a,167.8935,12960.5372,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,56,,nivel_bajo,no,no,si,no,22.6587,0.5322,52.9212,primaria,soltero/a,137.5254,33298.0587,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,57,,nivel_bajo,no,si,no,no,22.3142,1.1797,51.2701,educacion_superior,soltero/a,100.5265,24733.8645,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,65,,nivel_bajo,si,no,si,si,23.0236,0.8517,45.7622,segundo_secundaria_profesional,soltero/a,89.8995,29880.5331,hospitales_neutral,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,25,,nivel_bajo,si,no_puede,no,no,22.0255,0.8986,32.2075,educacion_superior,soltero/a,203.6327,17265.3429,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,34,,nivel_bajo,si,si,no,no,26.0295,1.1752,32.9995,educacion_superior,casado/a,70.2222,23356.0857,hospitales_neutral,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,39,,nivel_bajo,si,si,si,no,24.4037,0.8103,49.8454,primero_secundaria,casado/a,148.1603,28375.8232,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,19,,nivel_bajo,si,si,no,no,21.8594,0.972,49.7853,educacion_superior,soltero/a,149.1994,21504.4637,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Murcia. Región de,33,,nivel_bajo,no,si,no,no,20.6795,0.9047,28.2791,educacion_superior,soltero/a,216.0808,38681.0226,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,nunca
Murcia. Región de,17,,nivel_bajo,no,no,si,no,24.1455,0.9918,30.3464,primero_secundaria,casado/a,172.1694,33418.1866,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,45,,nivel_moderado,no,no_puede,si,no,25.1547,1.0059,62.305,educacion_superior,casado/a,145.725,32130.9955,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,20,,nivel_bajo,si,si,si,si,20.9285,0.7274,35.9633,primero_secundaria,casado/a,173.0752,31435.9092,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,48,,nivel_bajo,si,no,no,no,21.7397,1.058,41.9957,educacion_superior,soltero/a,157.5774,19347.5686,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,34,,nivel_bajo,no,no_puede,si,no,26.5663,0.6129,42.6435,educacion_superior,soltero/a,193.8094,25538.9789,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,44,,nivel_moderado,si,no,si,si,21.8699,1.0829,39.6475,educacion_superior,viudo/a,232.9881,19894.4706,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_insatisfecho/a,algunas_veces
Murcia. Región de,51,,nivel_moderado,si,si,si,no,23.8427,0.8369,51.3182,primero_secundaria,casado/a,151.9089,21700.4898,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,61,,nivel_bajo,si,si,no,no,23.1455,0.9679,26.6277,educacion_superior,casado/a,161.6801,14288.5133,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,55,,nivel_bajo,no,no,no,no,25.188,0.8492,64.396,primero_secundaria,casado/a,72.7842,27622.7608,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,35,,nivel_alto,no,no,no,si,22.9352,1.2085,38.3978,primero_secundaria,soltero/a,124.3748,23459.808,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_insatisfecho/a,nunca
Murcia. Región de,75,,nivel_bajo,si,si,no,no,24.3539,0.4539,38.1693,educacion_superior,soltero/a,173.4592,12797.2939,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,33,,nivel_bajo,si,no_puede,no,no,21.9569,0.942,37.3143,segundo_secundaria_general,soltero/a,92.577,30640.0397,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,74,,nivel_moderado,no,si,no_puede,no,24.082,1.013,42.1018,educacion_superior,casado/a,217.4707,16946.2407,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,33,,nivel_bajo,no_puede,no,no,si,25.0202,1.0714,39.8832,segundo_secundaria_general,casado/a,121.0403,24418.3181,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,55,,nivel_moderado,no,no,no,si,19.78,1.1766,43.1508,primaria,soltero/a,200.8046,36212.0721,hospitales_neutral,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,52,,nivel_bajo,si,no_puede,no,no_puede,18.3033,1.0597,41.5064,primero_secundaria,casado/a,201.1013,25472.1228,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,78,,nivel_moderado,no,no,si,no,21.3862,1.3156,61.854,educacion_superior,casado/a,147.8639,26155.343,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,11,,nivel_bajo,si,no,no,si,24.8695,0.9519,67.7646,educacion_superior,casado/a,153.5296,24342.2099,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,28,,nivel_bajo,no,no,no,no,21.7597,0.8749,55.0985,primero_secundaria,casado/a,217.0665,11806.4978,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,62,,nivel_alto,si,no,no,no,22.1895,0.8104,54.5889,segundo_secundaria_general,soltero/a,175.7662,24751.4474,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Murcia. Región de,59,,nivel_moderado,no,si,no,no,23.2611,0.9786,50.4528,primero_secundaria,casado/a,170.2339,24540.889,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,47,,nivel_moderado,no,no,si,no,26.4971,1.3051,49.019,segundo_secundaria_general,soltero/a,107.8417,25518.8116,hospitales_satisfecho/a,dentistas_insatisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,65,,nivel_bajo,no,no,si,no,26.5468,0.6422,46.6849,primero_secundaria,casado/a,175.151,16119.916,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,75,,nivel_bajo,si,no,no,no,24.3725,1.2704,43.0076,educacion_superior,casado/a,152.381,24016.2311,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,22,,nivel_bajo,no_puede,si,no,no,22.417,1.024,37.4595,educacion_superior,soltero/a,143.5484,16041.2013,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,60,,nivel_moderado,si,si,si,no,21.4006,1.3129,58.2962,primero_secundaria,soltero/a,93.1061,7769.5543,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,54,,nivel_moderado,no,no,si,no,29.6571,0.955,48.8966,primero_secundaria,soltero/a,122.289,30122.2123,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,31,,nivel_moderado,no,si,si,no,19.1761,0.6333,18.347,educacion_superior,soltero/a,222.1911,23176.0381,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,55,,nivel_bajo,no,si,no,no,29.7288,0.9073,41.8033,segundo_secundaria_general,casado/a,109.5471,25124.6282,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,50,,nivel_bajo,no,no_puede,no,no,26.6974,0.9201,38.4544,primero_secundaria,viudo/a,76.7187,25988.4085,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,45,,nivel_bajo,no,no_puede,si,no,25.3335,0.7511,44.6109,primero_secundaria,soltero/a,123.7843,14883.7115,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,47,,nivel_moderado,si,no,no,no,26.0027,0.7974,57.6825,educacion_superior,casado/a,107.1589,29763.3933,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,49,,nivel_alto,si,no,no,no,24.0071,1.0249,50.646,educacion_superior,casado/a,175.2328,12309.8736,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_neutral,muy_a_menudo
Murcia. Región de,11,,nivel_bajo,no,si,no,si,25.2982,1.1028,37.7839,primero_secundaria,divorciado/a,108.3425,33947.3086,hospitales_muy_satisfecho/a,dentistas_insatisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,47,,nivel_moderado,no_puede,no,si,no,26.6412,0.8808,48.0856,primero_secundaria,soltero/a,182.5469,28433.4864,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,57,,nivel_alto,no,no,si,si,24.0718,0.7412,55.5607,primero_secundaria,casado/a,174.7233,19321.4698,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,56,,nivel_bajo,no,no,no,no_puede,25.9341,0.512,44.3044,educacion_superior,viudo/a,167.4207,22314.3782,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,20,,nivel_bajo,no,si,si,no,26.048,0.9656,50.3065,educacion_superior,casado/a,120.1452,34981.8338,hospitales_muy_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,47,,nivel_moderado,no,no_puede,no,no,21.1059,0.9135,46.7338,segundo_secundaria_general,soltero/a,171.1296,18859.6245,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,40,,nivel_moderado,no,no_puede,no,no,25.2517,0.8971,41.8204,educacion_superior,divorciado/a,139.8753,18992.6044,hospitales_satisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,54,,nivel_bajo,si,no,si,no,23.0188,0.8312,63.6079,primero_secundaria,casado/a,204.8248,25179.7484,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,45,,nivel_moderado,no,si,si,no,21.648,0.9707,64.1497,primaria,soltero/a,166.323,19764.517,hospitales_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,52,,nivel_bajo,no,no,si,no,25.0955,0.5166,53.0833,segundo_secundaria_general,soltero/a,110.9403,27779.0849,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,25,,nivel_bajo,si,no,no,si,25.2266,1.0825,75.3663,primero_secundaria,divorciado/a,147.1804,24308.0426,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,49,,nivel_bajo,no,si,no,si,22.9457,0.9277,37.463,segundo_secundaria_profesional,soltero/a,168.0183,25503.0483,hospitales_neutral,dentistas_neutral,especialistas_muy_insatisfecho/a,medGeneral_neutral,muy_a_menudo
Murcia. Región de,19,,nivel_moderado,si,no,no,no,19.7046,1.3158,59.5071,segundo_secundaria_general,casado/a,171.3601,24639.1282,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_insatisfecho/a,muy_a_menudo
Murcia. Región de,71,,nivel_bajo,si,no,si,no,22.7124,1.0441,38.5148,educacion_superior,soltero/a,232.472,24145.0473,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,68,,nivel_bajo,no_puede,no,no,si,23.22,1.3667,14.7967,primaria,soltero/a,74.4939,18662.293,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,11,,nivel_alto,no,si,no_puede,no,21.3221,0.9467,57.0414,segundo_secundaria_profesional,casado/a,219.3648,29104.3465,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,18,,nivel_bajo,no,si,no_puede,no,23.8585,0.9331,56.6869,segundo_secundaria_profesional,casado/a,146.4369,12741.8628,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,53,,nivel_moderado,no_puede,no,no_puede,si,23.481,0.7562,55.6648,segundo_secundaria_profesional,casado/a,90.7953,25907.0599,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,52,,nivel_bajo,no,no,no,no,24.375,0.8169,62.4239,segundo_secundaria_general,casado/a,135.9519,29232.9505,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,47,,nivel_bajo,no,si,si,no,23.5479,1.2095,62.7885,educacion_superior,soltero/a,142.3226,23796.3531,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_insatisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,73,,nivel_bajo,no,si,no_puede,no,22.8633,1.1271,46.3849,primaria,soltero/a,162.578,22757.3104,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,12,,nivel_moderado,no,no_puede,no,no,23.4945,0.8775,49.336,segundo_secundaria_general,soltero/a,137.959,38035.0766,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_neutral,algunas_veces
Murcia. Región de,25,,nivel_bajo,si,no,si,no,23.6673,1.0071,55.6696,educacion_superior,viudo/a,122.4337,26306.073,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,18,,nivel_moderado,si,no,no,si,23.5538,1.1391,37.629,segundo_secundaria_general,casado/a,189.525,18789.4191,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,68,,nivel_bajo,no_puede,no,no,no,22.705,0.5543,62.5276,educacion_superior,casado/a,189.7177,27265.6709,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,55,,nivel_bajo,si,no,no,si,25.4723,1.091,39.2048,primaria,soltero/a,167.9418,24570.6856,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Murcia. Región de,20,,nivel_bajo,no,no,si,no,23.6702,0.7609,63.8352,primero_secundaria,soltero/a,127.1404,18541.5583,hospitales_neutral,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,47,,nivel_moderado,si,si,no,no,26.3229,0.952,43.4353,primero_secundaria,soltero/a,230.2037,13254.5927,hospitales_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Murcia. Región de,40,,nivel_bajo,no,si,no,no,24.184,0.6707,44.3071,segundo_secundaria_profesional,soltero/a,148.9306,31334.5189,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Murcia. Región de,59,,nivel_moderado,no,si,no,no,25.6922,0.7463,59.1108,primero_secundaria,casado/a,155.2927,24536.8416,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,65,,nivel_bajo,no,no,no_puede,si,27.4863,0.9904,57.9917,segundo_secundaria_general,soltero/a,191.8004,33487.1431,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Murcia. Región de,80,,nivel_moderado,no,no,no,no,28.3282,0.8964,50.2003,segundo_secundaria_general,soltero/a,152.8491,26615.0871,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Murcia. Región de,32,,nivel_bajo,no,si,si,si,23.4044,0.9372,42.3814,educacion_superior,soltero/a,151.6951,10331.0923,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
