comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,percepcion_seguridad
Murcia. Región de,43,,nivel_bajo,no,si,no,no_puede,23.3574,primaria,soltero/a,185.6508,15293.4715,satisfecho/a,satisfecho/a,muy_satisfecho/a,insatisfecho/a,6.238209017786623
Murcia. Región de,67,,nivel_bajo,no,no,no,si,23.1029,primero_secundaria,soltero/a,117.8048,22065.8648,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_insatisfecho/a,6.666943731685986
Murcia. Región de,24,,nivel_bajo,no,no,no,no_puede,23.516,segundo_secundaria_profesional_,soltero/a,149.6661,13147.6296,neutral,satisfecho/a,satisfecho/a,satisfecho/a,6.2509580936257585
Murcia. Región de,10,,nivel_bajo,si,no_puede,no,no,22.7972,primaria,soltero/a,0.0,0.0,neutral,neutral,satisfecho/a,satisfecho/a,6.825187085020733
Murcia. Región de,61,,nivel_bajo,no_puede,no,no,no,27.2765,segundo_secundaria_profesional_,casado/a,94.4419,19497.0276,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.514701369905934
Murcia. Región de,45,,nivel_moderado,no,no,si,no,24.0949,educacion_superior,soltero/a,157.326,22078.8174,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.427323659206369
Murcia. Región de,70,,nivel_bajo,no,no_puede,si,no,19.2252,primero_secundaria,casado/a,181.6984,21864.3253,muy_satisfecho/a,neutral,satisfecho/a,insatisfecho/a,7.545066400115741
Murcia. Región de,76,,nivel_bajo,no,no,no,no,23.1415,educacion_superior,casado/a,176.4252,11891.0674,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.871527232035367
Murcia. Región de,47,,nivel_moderado,no,no,no,no,24.245,educacion_superior,casado/a,105.2785,23241.2105,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.673356707214062
Murcia. Región de,79,,nivel_bajo,no,no_puede,si,no,23.0284,segundo_secundaria_profesional_,separado/a,221.4586,28488.7565,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.62063753307486
Murcia. Región de,12,,nivel_bajo,no,no,no,no,27.7774,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.428401576787259
Murcia. Región de,64,,nivel_bajo,no,no,no,no,24.6699,primero_secundaria,casado/a,108.8624,25185.5079,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,6.528050582941933
Murcia. Región de,44,,nivel_moderado,si,no,no,si,22.1227,segundo_secundaria_general,casado/a,204.9058,20872.8114,muy_insatisfecho/a,muy_satisfecho/a,neutral,muy_satisfecho/a,7.778265464211008
Murcia. Región de,52,,nivel_moderado,si,no,no,no,24.0806,segundo_secundaria_general,casado/a,183.1577,19306.8637,satisfecho/a,neutral,satisfecho/a,insatisfecho/a,5.899150821598914
Murcia. Región de,16,,nivel_bajo,no,no,no,no,24.1004,segundo_secundaria_profesional_,soltero/a,161.0077,27175.673,neutral,satisfecho/a,muy_insatisfecho/a,neutral,8.003383442286836
Murcia. Región de,80,,nivel_bajo,si,no,no,si,26.2272,segundo_secundaria_profesional_,divorciado/a,191.117,22494.5619,satisfecho/a,satisfecho/a,satisfecho/a,neutral,6.358952450334227
Murcia. Región de,52,,nivel_bajo,no,no,no,si,20.8012,educacion_superior,casado/a,159.0041,37721.9498,muy_satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,6.600334853306404
Murcia. Región de,74,,nivel_bajo,no,no,si,no,24.3189,educacion_superior,soltero/a,193.1333,17599.8892,satisfecho/a,insatisfecho/a,satisfecho/a,satisfecho/a,6.851201372615602
Murcia. Región de,85,,nivel_bajo,no_puede,no,no_puede,si,24.7874,primero_secundaria,casado/a,164.7916,23940.2784,neutral,satisfecho/a,muy_satisfecho/a,muy_insatisfecho/a,7.303800410848297
Murcia. Región de,28,,nivel_bajo,no,no,no,no,24.3092,primero_secundaria,divorciado/a,188.5859,35782.8551,neutral,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.69721421374791
Murcia. Región de,32,,nivel_bajo,no,no,no,no,21.7815,analfabetos,casado/a,150.5153,21729.4783,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,6.325088942179325
Murcia. Región de,13,,nivel_bajo,si,si,si,no,21.8095,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,muy_insatisfecho/a,neutral,muy_satisfecho/a,7.064095179513043
Murcia. Región de,66,,nivel_alto,no,no,no,si,24.2591,primero_secundaria,casado/a,150.0855,23196.7075,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.775226810835074
Murcia. Región de,55,,nivel_bajo,si,no,no,no,23.4807,primero_secundaria,viudo/a,144.1771,14815.622,satisfecho/a,muy_satisfecho/a,neutral,neutral,6.530534098186968
Murcia. Región de,48,,nivel_alto,no,no_puede,no_puede,si,22.8233,estudios_primarios_incompletos,casado/a,127.7408,17580.997,satisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,6.54365449067711
Murcia. Región de,19,,nivel_bajo,no,no,no,no,25.1177,educacion_superior,soltero/a,121.577,28602.743,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.5537979729762865
Murcia. Región de,63,,nivel_bajo,si,no,no,no,23.5649,primero_secundaria,soltero/a,30.745,25636.0501,satisfecho/a,muy_insatisfecho/a,satisfecho/a,neutral,6.719659511751257
Murcia. Región de,67,,nivel_bajo,no,no,si,no,21.6534,primaria,soltero/a,143.856,14754.8909,muy_satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.2051686004370765
Murcia. Región de,35,,nivel_moderado,no_puede,no,si,no_puede,23.7526,primero_secundaria,soltero/a,198.216,35431.546,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,6.880116226275084
Murcia. Región de,11,,nivel_bajo,si,si,no,no,22.7671,primaria,soltero/a,0.0,0.0,muy_insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.700653888353074
Murcia. Región de,49,,nivel_bajo,no,no,no,no,23.637,primero_secundaria,casado/a,178.5652,16695.1411,insatisfecho/a,satisfecho/a,satisfecho/a,neutral,5.791771408234229
Murcia. Región de,53,,nivel_bajo,si,no,si,si,23.2483,educacion_superior,soltero/a,129.7919,10706.5821,neutral,muy_insatisfecho/a,satisfecho/a,satisfecho/a,7.676042912483482
Murcia. Región de,76,,nivel_bajo,no_puede,no,si,no,25.4228,segundo_secundaria_general,soltero/a,102.8901,17845.239,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.332508261648994
Murcia. Región de,63,,nivel_alto,no,no_puede,no,no,21.7116,segundo_secundaria_general,soltero/a,153.1196,23587.4309,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.638941413665824
Murcia. Región de,26,,nivel_bajo,no,si,no,no,22.5646,primero_secundaria,viudo/a,166.6312,28604.7513,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.659323180995094
Murcia. Región de,72,,nivel_moderado,no,no_puede,no,no,24.227,segundo_secundaria_general,soltero/a,188.1267,22250.1668,satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,6.829617460767448
Murcia. Región de,12,,nivel_bajo,si,si,si,no,23.8127,primero_secundaria,soltero/a,0.0,0.0,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.7272488231413075
Murcia. Región de,14,,nivel_bajo,no,si,si,no,26.3224,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,6.482112780768407
Murcia. Región de,15,,nivel_alto,si,no,no,si,21.554,primero_secundaria,soltero/a,0.0,0.0,neutral,insatisfecho/a,neutral,muy_satisfecho/a,7.171244857215029
Murcia. Región de,37,,nivel_bajo,si,no_puede,si,no,25.5471,primero_secundaria,casado/a,135.2957,29541.3843,neutral,neutral,satisfecho/a,muy_satisfecho/a,6.801143184163573
Murcia. Región de,83,,nivel_bajo,no,no,no,no,25.6929,primero_secundaria,separado/a,182.0462,27333.1676,muy_insatisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.186143939034136
Murcia. Región de,91,,nivel_bajo,no,no,si,no,22.6462,segundo_secundaria_profesional_,soltero/a,128.8082,20445.1822,neutral,satisfecho/a,neutral,muy_satisfecho/a,6.174600074520627
Murcia. Región de,62,,nivel_bajo,no,no,no_puede,no,24.4351,educacion_superior,soltero/a,142.8436,28619.7576,muy_insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.205766825607027
Murcia. Región de,45,,nivel_moderado,si,no,no,no,24.4978,primero_secundaria,soltero/a,81.8305,28542.1362,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.102220300151867
Murcia. Región de,20,,nivel_bajo,no,no_puede,no,si,23.2787,primero_secundaria,divorciado/a,167.3704,25606.9381,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.862238383865725
Murcia. Región de,53,,nivel_alto,no,si,no,no_puede,22.6349,primero_secundaria,soltero/a,126.368,22184.2121,satisfecho/a,muy_satisfecho/a,satisfecho/a,insatisfecho/a,5.90015187426547
Murcia. Región de,53,,nivel_alto,no,no,no,no,26.0344,segundo_secundaria_profesional_,soltero/a,215.1332,15722.0933,muy_insatisfecho/a,satisfecho/a,neutral,satisfecho/a,6.91090081512792
Murcia. Región de,56,,nivel_bajo,no,no,no,no_puede,20.6282,primero_secundaria,separado/a,123.9243,25447.2186,satisfecho/a,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.453252810372779
Murcia. Región de,77,,nivel_bajo,no,si,no,no,20.6285,educacion_superior,casado/a,183.2446,34915.181,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.526851852568362
Murcia. Región de,58,,nivel_bajo,si,si,no,no_puede,22.0199,educacion_superior,soltero/a,163.5756,22443.2548,insatisfecho/a,muy_insatisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,5.665469132629164
Murcia. Región de,25,,nivel_bajo,no,no,no,no_puede,24.3837,estudios_primarios_incompletos,casado/a,88.1527,27658.2649,satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,7.52978155449062
Murcia. Región de,54,,nivel_moderado,no,no,si,no,24.5405,primero_secundaria,casado/a,65.8014,28672.1012,muy_insatisfecho/a,satisfecho/a,satisfecho/a,neutral,6.834558820461795
Murcia. Región de,73,,nivel_moderado,no,si,si,no,24.8482,estudios_primarios_incompletos,soltero/a,181.7655,23796.0024,satisfecho/a,neutral,neutral,neutral,7.133782176224027
Murcia. Región de,31,,nivel_bajo,no,no,no,no,23.9292,segundo_secundaria_general,soltero/a,54.2533,34270.4142,insatisfecho/a,insatisfecho/a,muy_satisfecho/a,satisfecho/a,7.117730648859404
Murcia. Región de,72,,nivel_bajo,no,si,si,si,23.914,educacion_superior,casado/a,100.018,18774.236,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.258157803743631
Murcia. Región de,11,,nivel_bajo,no,no,no,si,23.7797,primaria,soltero/a,0.0,0.0,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,6.7390067722250695
Murcia. Región de,78,,nivel_bajo,si,no_puede,si,no,24.3018,primaria,casado/a,138.0761,25773.3619,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,8.066657941979045
Murcia. Región de,38,,nivel_bajo,si,si,si,no,22.8652,primaria,casado/a,108.1775,7748.4239,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,6.31876449665107
Murcia. Región de,66,,nivel_bajo,no,si,no,no,22.3918,primero_secundaria,casado/a,167.8935,12960.5372,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.018817693001598
Murcia. Región de,56,,nivel_bajo,no,no,si,no,22.6587,primaria,soltero/a,137.5254,33298.0587,satisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,6.959098139529348
Murcia. Región de,57,,nivel_bajo,no,si,no,no,22.3142,educacion_superior,soltero/a,100.5265,24733.8645,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.527005427102951
Murcia. Región de,65,,nivel_bajo,si,no,si,si,23.0236,segundo_secundaria_profesional_,soltero/a,89.8995,29880.5331,neutral,satisfecho/a,insatisfecho/a,satisfecho/a,7.059810487766134
Murcia. Región de,25,,nivel_bajo,si,no_puede,no,no,22.0255,educacion_superior,soltero/a,203.6327,17265.3429,satisfecho/a,muy_satisfecho/a,insatisfecho/a,satisfecho/a,7.6932973727734115
Murcia. Región de,34,,nivel_bajo,si,si,no,no,26.0295,educacion_superior,casado/a,70.2222,23356.0857,neutral,insatisfecho/a,satisfecho/a,muy_satisfecho/a,7.434626305865148
Murcia. Región de,39,,nivel_bajo,si,si,si,no,24.4037,primero_secundaria,casado/a,148.1603,28375.8232,satisfecho/a,satisfecho/a,neutral,satisfecho/a,6.890619979368631
Murcia. Región de,19,,nivel_bajo,si,si,no,no,21.8594,educacion_superior,soltero/a,149.1994,21504.4637,neutral,satisfecho/a,satisfecho/a,insatisfecho/a,6.765284902384101
Murcia. Región de,33,,nivel_bajo,no,si,no,no,20.6795,educacion_superior,soltero/a,216.0808,38681.0226,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.882838738256936
Murcia. Región de,17,,nivel_bajo,no,no,si,no,24.1455,primero_secundaria,soltero/a,172.1694,33418.1866,insatisfecho/a,satisfecho/a,neutral,satisfecho/a,7.7114325563779795
Murcia. Región de,45,,nivel_moderado,no,no_puede,si,no,25.1547,educacion_superior,casado/a,145.725,32130.9955,satisfecho/a,muy_satisfecho/a,neutral,satisfecho/a,6.118896226271866
Murcia. Región de,20,,nivel_bajo,si,si,si,si,20.9285,primero_secundaria,casado/a,173.0752,31435.9092,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.64330324454173
Murcia. Región de,48,,nivel_bajo,si,no,no,no,21.7397,educacion_superior,soltero/a,157.5774,19347.5686,satisfecho/a,satisfecho/a,muy_insatisfecho/a,satisfecho/a,7.082482226458735
Murcia. Región de,34,,nivel_bajo,no,no_puede,si,no,26.5663,educacion_superior,soltero/a,193.8094,25538.9789,satisfecho/a,muy_satisfecho/a,neutral,muy_satisfecho/a,7.403615038073548
Murcia. Región de,44,,nivel_moderado,si,no,si,si,21.8699,educacion_superior,viudo/a,232.9881,19894.4706,satisfecho/a,muy_satisfecho/a,neutral,insatisfecho/a,7.178915699880278
Murcia. Región de,51,,nivel_moderado,si,si,si,no,23.8427,primero_secundaria,casado/a,151.9089,21700.4898,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,6.796637064547352
Murcia. Región de,61,,nivel_bajo,si,si,no,no,23.1455,educacion_superior,casado/a,161.6801,14288.5133,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.914402716170354
Murcia. Región de,55,,nivel_bajo,no,no,no,no,25.188,primero_secundaria,casado/a,72.7842,27622.7608,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.1397725562366485
Murcia. Región de,35,,nivel_alto,no,no,no,si,22.9352,primero_secundaria,soltero/a,124.3748,23459.808,insatisfecho/a,satisfecho/a,muy_satisfecho/a,insatisfecho/a,7.141088725337531
Murcia. Región de,75,,nivel_bajo,si,si,no,no,24.3539,educacion_superior,soltero/a,173.4592,12797.2939,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.751170002539808
Murcia. Región de,33,,nivel_bajo,si,no_puede,no,no,21.9569,segundo_secundaria_general,soltero/a,92.577,30640.0397,insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.406169198303067
Murcia. Región de,74,,nivel_moderado,no,si,no_puede,no,24.082,educacion_superior,casado/a,217.4707,16946.2407,insatisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,7.112939761713016
Murcia. Región de,33,,nivel_bajo,no_puede,no,no,si,25.0202,segundo_secundaria_general,casado/a,121.0403,24418.3181,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.176378240988507
Murcia. Región de,55,,nivel_moderado,no,no,no,si,19.78,primaria,soltero/a,200.8046,36212.0721,neutral,neutral,muy_satisfecho/a,muy_satisfecho/a,6.93121750217714
Murcia. Región de,52,,nivel_bajo,si,no_puede,no,no_puede,18.3033,primero_secundaria,casado/a,201.1013,25472.1228,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.105344399225167
Murcia. Región de,78,,nivel_bajo,no,no,si,no,21.3862,educacion_superior,casado/a,147.8639,26155.343,satisfecho/a,muy_satisfecho/a,satisfecho/a,neutral,5.895465378882339
Murcia. Región de,11,,nivel_bajo,si,no,no,si,24.8695,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,5.891597971335875
Murcia. Región de,28,,nivel_bajo,no,no,no,no,21.7597,primero_secundaria,casado/a,217.0665,11806.4978,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.579430521407155
Murcia. Región de,62,,nivel_alto,si,no,no,no,22.1895,segundo_secundaria_general,soltero/a,175.7662,24751.4474,satisfecho/a,muy_satisfecho/a,satisfecho/a,insatisfecho/a,6.6558268382179175
Murcia. Región de,59,,nivel_moderado,no,si,no,no,23.2611,primero_secundaria,casado/a,170.2339,24540.889,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.727019143232452
Murcia. Región de,47,,nivel_moderado,no,no,si,no,26.4971,segundo_secundaria_general,soltero/a,107.8417,25518.8116,satisfecho/a,insatisfecho/a,muy_satisfecho/a,neutral,6.538887566845449
Murcia. Región de,65,,nivel_bajo,no,no,si,no,26.5468,primero_secundaria,casado/a,175.151,16119.916,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.180392416043919
Murcia. Región de,75,,nivel_bajo,si,no,no,no,24.3725,educacion_superior,casado/a,152.381,24016.2311,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.863872934283005
Murcia. Región de,22,,nivel_bajo,no_puede,si,no,no,22.417,educacion_superior,soltero/a,143.5484,16041.2013,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.333917565294471
Murcia. Región de,60,,nivel_moderado,si,si,si,no,21.4006,primero_secundaria,soltero/a,93.1061,7769.5543,insatisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,6.073651830528513
Murcia. Región de,54,,nivel_moderado,no,no,si,no,29.6571,primero_secundaria,soltero/a,122.289,30122.2123,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.822748286240368
Murcia. Región de,31,,nivel_moderado,no,si,si,no,19.1761,educacion_superior,soltero/a,222.1911,23176.0381,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.589646181623028
Murcia. Región de,55,,nivel_bajo,no,si,no,no,29.7288,segundo_secundaria_general,casado/a,109.5471,25124.6282,insatisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,7.2115827953252
Murcia. Región de,50,,nivel_bajo,no,no_puede,no,no,26.6974,primero_secundaria,viudo/a,76.7187,25988.4085,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.367133392078696
Murcia. Región de,45,,nivel_bajo,no,no_puede,si,no,25.3335,primero_secundaria,soltero/a,123.7843,14883.7115,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.196604189997363
Murcia. Región de,47,,nivel_moderado,si,no,no,no,26.0027,educacion_superior,casado/a,107.1589,29763.3933,satisfecho/a,muy_satisfecho/a,neutral,satisfecho/a,6.513067476630115
Murcia. Región de,49,,nivel_alto,si,no,no,no,24.0071,educacion_superior,casado/a,175.2328,12309.8736,muy_insatisfecho/a,neutral,neutral,neutral,6.680720353003178
Murcia. Región de,11,,nivel_bajo,no,si,no,si,25.2982,primaria,soltero/a,0.0,0.0,muy_satisfecho/a,insatisfecho/a,muy_satisfecho/a,satisfecho/a,7.255338110744792
Murcia. Región de,47,,nivel_moderado,no_puede,no,si,no,26.6412,primero_secundaria,soltero/a,182.5469,28433.4864,muy_insatisfecho/a,neutral,satisfecho/a,satisfecho/a,6.921755165488939
Murcia. Región de,57,,nivel_alto,no,no,si,si,24.0718,primero_secundaria,casado/a,174.7233,19321.4698,muy_insatisfecho/a,satisfecho/a,satisfecho/a,neutral,6.662651241468804
Murcia. Región de,56,,nivel_bajo,no,no,no,no_puede,25.9341,educacion_superior,viudo/a,167.4207,22314.3782,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.401495926160357
Murcia. Región de,20,,nivel_bajo,no,si,si,no,26.048,educacion_superior,casado/a,120.1452,34981.8338,muy_satisfecho/a,insatisfecho/a,satisfecho/a,muy_satisfecho/a,6.74457372958653
Murcia. Región de,47,,nivel_moderado,no,no_puede,no,no,21.1059,segundo_secundaria_general,soltero/a,171.1296,18859.6245,insatisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.962696332982491
Murcia. Región de,40,,nivel_moderado,no,no_puede,no,no,25.2517,educacion_superior,divorciado/a,139.8753,18992.6044,satisfecho/a,neutral,neutral,muy_satisfecho/a,7.218830364257012
Murcia. Región de,54,,nivel_bajo,si,no,si,no,23.0188,primero_secundaria,casado/a,204.8248,25179.7484,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,6.193051636983521
Murcia. Región de,45,,nivel_moderado,no,si,si,no,21.648,primaria,soltero/a,166.323,19764.517,satisfecho/a,insatisfecho/a,satisfecho/a,muy_satisfecho/a,6.0555495536258395
Murcia. Región de,52,,nivel_bajo,no,no,si,no,25.0955,segundo_secundaria_general,soltero/a,110.9403,27779.0849,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,6.963455841165893
Murcia. Región de,25,,nivel_bajo,si,no,no,si,25.2266,primero_secundaria,divorciado/a,147.1804,24308.0426,satisfecho/a,muy_insatisfecho/a,neutral,satisfecho/a,5.411826129233362
Murcia. Región de,49,,nivel_bajo,no,si,no,si,22.9457,segundo_secundaria_profesional_,soltero/a,168.0183,25503.0483,neutral,neutral,muy_insatisfecho/a,neutral,7.41015839767965
Murcia. Región de,19,,nivel_moderado,si,no,no,no,19.7046,segundo_secundaria_general,casado/a,171.3601,24639.1282,neutral,satisfecho/a,satisfecho/a,muy_insatisfecho/a,6.011433968197144
Murcia. Región de,71,,nivel_bajo,si,no,si,no,22.7124,educacion_superior,soltero/a,232.472,24145.0473,insatisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,7.265750774470253
Murcia. Región de,68,,nivel_bajo,no_puede,no,no,si,23.22,primaria,soltero/a,74.4939,18662.293,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.18336643171536
Murcia. Región de,11,,nivel_alto,no,si,no_puede,no,21.3221,primaria,soltero/a,0.0,0.0,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.426320338096656
Murcia. Región de,18,,nivel_bajo,no,si,no_puede,no,23.8585,segundo_secundaria_profesional_,casado/a,146.4369,12741.8628,satisfecho/a,muy_satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,6.454652997747068
Murcia. Región de,53,,nivel_moderado,no_puede,no,no_puede,si,23.481,segundo_secundaria_profesional_,casado/a,90.7953,25907.0599,neutral,neutral,satisfecho/a,satisfecho/a,6.645597759952993
Murcia. Región de,52,,nivel_bajo,no,no,no,no,24.375,segundo_secundaria_general,casado/a,135.9519,29232.9505,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.262984352648306
Murcia. Región de,47,,nivel_bajo,no,si,si,no,23.5479,educacion_superior,soltero/a,142.3226,23796.3531,satisfecho/a,neutral,muy_insatisfecho/a,muy_satisfecho/a,5.93341556580024
Murcia. Región de,73,,nivel_bajo,no,si,no_puede,no,22.8633,primaria,soltero/a,162.578,22757.3104,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.810468777569233
Murcia. Región de,12,,nivel_moderado,no,no_puede,no,no,23.4945,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,muy_satisfecho/a,muy_insatisfecho/a,neutral,6.86250249593296
Murcia. Región de,25,,nivel_bajo,si,no,si,no,23.6673,educacion_superior,viudo/a,122.4337,26306.073,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.446271188076542
Murcia. Región de,18,,nivel_moderado,si,no,no,si,23.5538,segundo_secundaria_general,casado/a,189.525,18789.4191,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.234198702121985
Murcia. Región de,68,,nivel_bajo,no_puede,no,no,no,22.705,educacion_superior,casado/a,189.7177,27265.6709,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,6.466226166667577
Murcia. Región de,55,,nivel_bajo,si,no,no,si,25.4723,primaria,soltero/a,167.9418,24570.6856,satisfecho/a,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.1943936537218836
Murcia. Región de,20,,nivel_bajo,no,no,si,no,23.6702,primero_secundaria,soltero/a,127.1404,18541.5583,neutral,insatisfecho/a,satisfecho/a,satisfecho/a,6.237587599144694
Murcia. Región de,47,,nivel_moderado,si,si,no,no,26.3229,primero_secundaria,soltero/a,230.2037,13254.5927,satisfecho/a,insatisfecho/a,satisfecho/a,muy_satisfecho/a,7.0953601392146775
Murcia. Región de,40,,nivel_bajo,no,si,no,no,24.184,segundo_secundaria_profesional_,soltero/a,148.9306,31334.5189,satisfecho/a,satisfecho/a,satisfecho/a,insatisfecho/a,7.275433932488804
Murcia. Región de,59,,nivel_moderado,no,si,no,no,25.6922,primero_secundaria,casado/a,155.2927,24536.8416,satisfecho/a,neutral,satisfecho/a,satisfecho/a,6.482941395444401
Murcia. Región de,65,,nivel_bajo,no,no,no_puede,si,27.4863,segundo_secundaria_general,soltero/a,191.8004,33487.1431,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.344622475291729
Murcia. Región de,80,,nivel_bajo,no,no,no,no,28.3282,segundo_secundaria_general,soltero/a,152.8491,26615.0871,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,6.804738802574554
Murcia. Región de,32,,nivel_bajo,no,si,si,si,23.4044,educacion_superior,soltero/a,151.6951,10331.0923,satisfecho/a,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.159252108292275
Murcia. Región de,20,,nivel_bajo,no,no,si,si,20.7544,primero_secundaria,soltero/a,193.2531,21764.9183,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.221927586366999
Murcia. Región de,49,,nivel_bajo,no,no,no,no,20.5247,segundo_secundaria_profesional_,casado/a,217.8865,26595.2736,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.413979302125702
Murcia. Región de,66,,nivel_moderado,no,no,si,si,21.8791,estudios_primarios_incompletos,soltero/a,116.9922,20734.3858,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.107830900677307
Murcia. Región de,46,,nivel_alto,no,no,no,no,22.2725,primero_secundaria,casado/a,121.9776,24181.5135,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.365429516896462
Murcia. Región de,37,,nivel_moderado,no,no,no,no,22.9995,primero_secundaria,soltero/a,115.0203,30597.9667,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.276925972634752
Murcia. Región de,10,,nivel_moderado,no,no,no,no_puede,20.8211,primaria,soltero/a,0.0,0.0,muy_insatisfecho/a,satisfecho/a,muy_insatisfecho/a,satisfecho/a,6.901374459995487
